event_ns,lane,note_id,stage,judgment,delay_ns
42858949691,3,713,scored,perfect,-120764
42993970308,2,714,scored,perfect,-149692
43066978350,2,715,scored,perfect,349905
43081935350,3,716,scored,perfect,-139178
43086932591,4,717,scored,perfect,69007
43209155104,6,718,scored,perfect,-198439
43262147010,0,719,scored,perfect,-33209
43263272062,2,720,scored,perfect,-195906
43289147322,5,721,scored,perfect,57429
43381149299,5,722,scored,perfect,159581
43433144407,7,723,scored,perfect,384047
43434144840,1,724,scored,perfect,-399326
43478145048,6,725,scored,perfect,96428
43596150188,4,726,scored,perfect,389776
43601146412,5,727,scored,perfect,-67345
43604145661,6,728,scored,perfect,21803
43685149947,7,729,scored,perfect,525647
43685150875,4,730,scored,perfect,-520756
43796145551,5,731,scored,perfect,-378641
43907150484,4,732,scored,perfect,-427193
43930145347,3,733,scored,perfect,-138181
43951145770,1,734,scored,perfect,-47591
43954148593,7,735,scored,perfect,345507
44003760535,5,736,scored,perfect,-488415
44062737175,5,737,scored,perfect,131983
44099754384,3,738,scored,perfect,240476
44266976950,4,739,scored,perfect,449484
44269968739,7,740,scored,perfect,-545752
44276974236,5,741,scored,perfect,135592
44318968556,5,742,scored,perfect,-99676
44323978297,4,743,scored,perfect,279950
44434968939,4,744,scored,perfect,-218797
44460973149,5,745,scored,perfect,539246
44473977553,1,746,scored,perfect,187733
44509020267,2,747,scored,perfect,-306298
44562141166,1,748,scored,perfect,359857
44589004827,0,749,scored,perfect,-50580
44767197527,7,750,scored,perfect,-95964
44886007534,5,751,scored,perfect,288115
44894010706,4,752,scored,perfect,152327
44981005959,4,753,scored,perfect,-83909
44990007954,6,754,scored,perfect,340273
45080004449,1,755,scored,perfect,-251739
45125331864,3,756,scored,perfect,-360450
45149007186,7,757,scored,perfect,-75002
45270008117,5,758,scored,perfect,-528676
45324007866,1,759,scored,perfect,308604
45336005950,6,760,scored,perfect,-242009
45377009184,0,761,scored,perfect,-279283
45421098511,1,762,scored,perfect,-30487
45627009236,7,763,scored,perfect,320912
45670003713,5,764,scored,perfect,-234593
45731007331,6,765,scored,perfect,332978
45770007146,3,766,scored,perfect,263797
45787008199,5,767,scored,perfect,258272
45798004184,2,768,scored,perfect,-48388
45881015203,2,769,scored,perfect,-137100
45887003405,7,770,scored,perfect,395137
45928007483,2,771,scored,perfect,498007
46250004522,5,772,scored,perfect,253474
46268005314,7,773,scored,perfect,-68648
46410010994,1,774,scored,perfect,29562
46493006749,2,775,scored,perfect,-122455
46503006685,7,776,scored,perfect,-427345
46542022759,0,777,scored,perfect,-347134
46603006976,4,778,scored,perfect,387452
46646005067,0,779,scored,perfect,262610
46692129433,3,780,scored,perfect,95178
46756003011,6,781,scored,perfect,-529855
46759025961,2,782,scored,perfect,-57261
46775425740,5,783,scored,perfect,910348
46826054995,6,784,scored,perfect,-364441
46878004451,0,785,scored,perfect,579463
46974006281,1,786,scored,perfect,203652
46974007606,5,787,scored,perfect,-55644
47030004249,0,788,scored,perfect,406361
47035004060,3,789,scored,perfect,-213428
47064005801,5,790,scored,perfect,140962
47088026948,1,791,scored,perfect,371871
47099938924,3,792,scored,perfect,-74780
47110635894,4,793,scored,perfect,947182
47118942619,0,794,scored,perfect,331825
47147934447,5,795,scored,perfect,364533
47156934456,7,796,scored,perfect,-152317
47200573589,3,797,scored,perfect,-303042
47219568648,5,798,scored,perfect,-76738
47226570648,4,799,scored,perfect,264379
47243569135,6,800,scored,perfect,-75907
47252537600,7,801,scored,perfect,114112
47274946578,1,802,scored,perfect,-23440
47305444834,6,803,scored,perfect,138324
47365429270,0,804,scored,perfect,-7547
47419356669,5,805,scored,perfect,392440
47464357961,6,806,scored,perfect,20163
47467354832,2,807,scored,perfect,-44100
47485358269,1,808,scored,perfect,-286609
47520357082,5,809,scored,perfect,429243
47534357344,3,810,scored,perfect,112307
47537360740,0,811,scored,perfect,125225
47551358531,2,812,scored,perfect,-264985
47610474882,5,813,scored,perfect,-180050
47681362901,1,814,scored,perfect,-66861
47695360817,3,815,scored,perfect,-353430
47710458640,6,816,scored,perfect,300988
47747759960,4,817,scored,perfect,65589
47752361388,7,818,scored,perfect,329643
47784356531,6,819,scored,perfect,-298904
47850361229,0,820,scored,perfect,99250
47856361535,4,821,scored,perfect,-284869
47942367836,7,822,scored,perfect,-329275
48000356085,7,823,scored,perfect,19187
48011358154,5,824,scored,perfect,-130039
48014392493,3,825,scored,perfect,42401
48025367058,2,826,scored,perfect,-494263
48031362453,1,827,scored,perfect,410846
48089362673,0,828,scored,perfect,-131059
48164359565,3,829,scored,perfect,-505988
48235362293,2,830,scored,perfect,40691
48418625024,7,831,scored,perfect,-284269
48427367483,2,832,scored,perfect,-302515
48467356024,1,833,scored,perfect,-55484
48503360172,6,834,scored,perfect,-192346
48566356084,4,835,scored,perfect,223843
48583355556,2,836,scored,perfect,40794
48607358684,4,837,scored,perfect,-196709
48764356352,6,838,scored,perfect,176587
48774358695,1,839,scored,perfect,341054
48837355694,4,840,scored,perfect,-132634
48861002821,5,841,scored,perfect,1051840
48883355375,2,842,scored,perfect,510376
48888356714,0,843,scored,perfect,147997
48927356457,5,844,scored,perfect,200048
48959366671,7,845,scored,perfect,269683
49005357916,0,846,scored,perfect,13833
49040358201,3,847,scored,perfect,344152
49077360450,7,848,scored,perfect,262577
49321374913,1,849,scored,perfect,351585
49331355948,4,850,scored,perfect,-450873
49439355528,6,851,scored,perfect,-47815
49481356847,0,852,scored,perfect,-441443
49523359513,6,853,scored,perfect,413911
49631356558,7,854,scored,perfect,-349677
49697357016,0,855,scored,perfect,430453
49702354887,4,856,scored,perfect,374830
49755356682,6,857,scored,perfect,293938
49824361813,3,858,scored,perfect,37524
49825376697,7,859,scored,perfect,-371359
49855355150,1,860,scored,perfect,263649
49891358913,7,861,scored,perfect,334398
49902357528,2,862,scored,perfect,-234061
49976489214,4,863,scored,perfect,-494528
50011360075,2,864,scored,perfect,-391406
50085542135,1,865,scored,perfect,-538943
50179541355,1,866,scored,perfect,-435054
50229573545,2,867,scored,perfect,172772
50311543000,0,868,scored,perfect,171289
50373542930,0,869,scored,perfect,-100534
50386545299,3,870,scored,perfect,30059
50415544667,5,871,scored,perfect,-290805
50463559419,5,872,scored,perfect,102416
50516564261,5,873,scored,perfect,440368
50665546133,5,874,scored,perfect,-332184
50789543169,1,875,scored,perfect,-13742
50809548074,7,876,scored,perfect,-249865
50862579826,1,877,scored,perfect,320509
50935541897,6,878,scored,perfect,-207629
50943546844,1,879,scored,perfect,454484
50976550601,6,880,scored,perfect,645915
50976553140,5,881,scored,perfect,-228386
51022543684,6,882,scored,perfect,-298901
51058552793,3,883,scored,perfect,246786
51073543432,6,884,scored,perfect,-192645
51123546078,0,885,scored,perfect,196968
51135542527,4,886,scored,perfect,343050
51142557508,6,887,scored,perfect,426820
51166548659,5,888,scored,perfect,219422
51178547289,0,889,scored,perfect,-197746
51187542051,6,890,scored,perfect,-101162
51282561583,7,891,scored,perfect,536965
51341545019,0,892,scored,perfect,-35336
51457545612,7,893,scored,perfect,194727
51579542583,1,894,scored,perfect,367798
51603542362,7,895,scored,perfect,-253706
51616541402,2,896,scored,perfect,9294
51693552973,3,897,scored,perfect,254914
51709545384,1,898,scored,perfect,-22307
51713545247,4,899,scored,perfect,438470
51736547482,5,900,scored,perfect,-173198
51752546005,2,901,scored,perfect,-310190
51820547606,6,902,scored,perfect,-404280
51832547292,7,903,scored,perfect,436452
51913542913,1,904,scored,perfect,21901
52011836827,0,905,scored,perfect,430402
52051932559,7,906,scored,perfect,-157244
52189896913,3,907,scored,perfect,-36829
52213896634,2,908,scored,perfect,-159579
52248894153,5,909,scored,perfect,594466
52273901127,0,910,scored,perfect,-271560
52320919983,7,911,scored,perfect,78916
52325902444,4,912,scored,perfect,754061
52331894302,0,913,scored,perfect,-82299
52332893686,2,914,scored,perfect,320919
52337893238,3,915,scored,perfect,-296971
52442896879,0,916,scored,perfect,-16122
52488899421,7,917,scored,perfect,-133180
52580904399,5,918,scored,perfect,157431
52596897470,6,919,scored,perfect,-56155
52631899424,5,920,scored,perfect,-53522
52693953111,3,921,scored,perfect,198895
52706898860,6,922,scored,perfect,544253
52787894355,3,923,scored,perfect,-205271
52870895205,0,924,scored,perfect,96643
52978899407,7,925,scored,perfect,-16556
53027896908,1,926,scored,perfect,299818
53076367172,4,927,scored,perfect,464057
53143896738,4,928,scored,perfect,69631
53160900504,3,929,scored,perfect,-139721
53197895668,2,930,scored,perfect,414758
53233894563,0,931,scored,perfect,-304313
53337167084,3,932,scored,perfect,272314
53390166098,2,933,scored,perfect,-417989
53431167479,0,934,scored,perfect,556436
53434166895,6,935,scored,perfect,-410970
53520166744,0,936,scored,perfect,309893
53607170047,7,937,scored,perfect,173778
53617166247,3,938,scored,perfect,74495
53637165621,4,939,scored,perfect,-87581
53688166906,5,940,scored,perfect,-150648
53707173339,0,941,scored,perfect,377705
53707174546,7,942,scored,perfect,-461101
53722167083,1,943,scored,perfect,-166928
53734166239,3,944,scored,perfect,335200
53745170364,4,945,scored,perfect,66617
53750166608,6,946,scored,perfect,-112314
54045647532,7,947,scored,perfect,-226593
54064647066,4,948,scored,perfect,116343
54076651564,3,949,scored,perfect,-196555
54138646916,6,950,scored,perfect,-60875
54162646155,3,951,scored,perfect,57628
54222644550,6,952,scored,perfect,-265969
54261650776,2,953,scored,perfect,496909
54422644835,0,954,scored,perfect,251784
54426650226,6,955,scored,perfect,-215300
54467645025,0,956,scored,perfect,-74927
54535645894,6,957,scored,perfect,160212
54576651167,2,958,scored,perfect,133821
54605646642,3,959,scored,perfect,438422
54614644492,4,960,scored,perfect,499589
54622645121,0,961,scored,perfect,158962
54671644364,4,962,scored,perfect,55696
54671645110,3,963,scored,perfect,-258220
54682649845,5,964,scored,perfect,402605
54704682763,2,965,scored,perfect,693310
54714645325,7,966,scored,perfect,-211056
54726659612,1,967,scored,perfect,-17832
54804674184,1,968,scored,perfect,211526
54824647353,6,969,scored,perfect,-303876
54826656413,2,970,scored,perfect,561958
54830644718,7,971,scored,perfect,244432
54832644598,4,972,scored,perfect,507899
54888645797,2,973,scored,perfect,653362
54902645125,5,974,scored,perfect,-351026
54956645389,4,975,scored,perfect,238322
54986645063,5,976,scored,perfect,-330975
55126650079,4,977,scored,perfect,45476
55129646878,1,978,scored,perfect,613816
55135645220,5,979,scored,perfect,8959
55141651667,3,980,scored,perfect,-378790
55321646000,3,981,scored,perfect,-318014
55329644866,4,982,scored,perfect,328152
55359662031,0,983,scored,perfect,478824
55530645992,4,984,scored,perfect,362607
55541659776,3,985,scored,perfect,-62253
55557651293,6,986,scored,perfect,-81815
55690653529,4,987,scored,perfect,397743
55692663594,7,988,scored,perfect,286952
55695679158,1,989,scored,perfect,378426
55714645305,0,990,scored,perfect,359693
55840646602,7,991,scored,perfect,679407
55862646692,0,992,scored,perfect,-40070
55890649768,4,993,scored,perfect,-79486
55934645368,5,994,scored,perfect,408355
55979645257,5,995,scored,perfect,-27035
56055645945,4,996,scored,perfect,-209675
56096647304,1,997,scored,perfect,55905
56107649990,5,998,scored,perfect,355944
56151650485,0,999,scored,perfect,716750
56183666870,6,1000,scored,perfect,554698
56384647406,4,1001,scored,perfect,229529
56466943698,7,1002,scored,perfect,512367
56524892852,4,1003,scored,perfect,737161
56538371169,5,1004,scored,perfect,-107096
56583227616,2,1005,scored,perfect,-82034
56609254337,7,1006,scored,perfect,728276
56615227441,1,1007,scored,perfect,-356406
56669230246,6,1008,scored,perfect,-111872
56724229376,3,1009,scored,perfect,97066
56732229484,4,1010,scored,perfect,-126974
56734227575,7,1011,scored,perfect,381767
56868227661,4,1012,scored,perfect,548292
56984228611,0,1013,scored,perfect,-313816
56998228607,2,1014,scored,perfect,243851
57026230891,4,1015,scored,perfect,430420
57072227289,7,1016,scored,perfect,1457
57094245042,6,1017,scored,perfect,345677
57117226955,4,1018,scored,perfect,497236
57158227954,6,1019,scored,perfect,-38875
57340228713,2,1020,scored,perfect,-296033
57345228881,5,1021,scored,perfect,-175789
57353228350,6,1022,scored,perfect,211434
57411234459,4,1023,scored,perfect,183488
57438257705,0,1024,scored,perfect,322
57477234901,2,1025,scored,perfect,-373141
57726534220,4,1026,scored,perfect,681446
57793330452,3,1027,scored,perfect,-5878
57823319562,2,1028,scored,perfect,56043
57934319273,0,1029,scored,perfect,465387
57950318070,2,1030,scored,perfect,447086
57972317947,1,1031,scored,perfect,-389478
58025320239,6,1032,scored,perfect,500734
58047320256,3,1033,scored,perfect,37033
58070320181,2,1034,scored,perfect,118423
58077361416,6,1035,scored,perfect,392704
58155319638,6,1036,scored,perfect,-188683
58157318725,5,1037,scored,perfect,268943
58185320664,2,1038,scored,perfect,-131353
58240319795,3,1039,scored,perfect,549570
58454317418,3,1040,scored,perfect,192402
58577324732,6,1041,scored,perfect,68079
58586323641,4,1042,scored,perfect,-4310
58808320586,1,1043,scored,perfect,431782
58827321104,5,1044,scored,perfect,100599
58834320429,6,1045,scored,perfect,363534
58842327829,2,1046,scored,perfect,-277893
58898323769,7,1047,scored,perfect,-286178
59001320030,0,1048,scored,perfect,190274
59140318525,4,1049,scored,perfect,-302151
59157319128,1,1050,scored,perfect,-281073
59161322687,6,1051,scored,perfect,536581
59198321466,7,1052,scored,perfect,449369
59204318409,4,1053,scored,perfect,-110219
59206321572,6,1054,scored,perfect,-163788
59225331379,0,1055,scored,perfect,-431433
59239318011,5,1056,scored,perfect,181972
59299318495,4,1057,scored,perfect,-204711
59318319620,0,1058,scored,perfect,208844
59324322868,7,1059,scored,perfect,422564
59336319368,3,1060,scored,perfect,472955
59368319648,7,1061,scored,perfect,-102318
59382318813,0,1062,scored,perfect,-149007
59387318319,5,1063,scored,perfect,106434
59558318877,5,1064,scored,perfect,60260
59564318003,0,1065,scored,perfect,490982
59649318669,5,1066,scored,perfect,-181331
59703319151,5,1067,scored,perfect,91202
59864318246,0,1069,scored,perfect,-15251
59864319458,3,1068,scored,perfect,73833
60028322657,5,1070,scored,perfect,-203806
60064708041,4,1071,scored,perfect,187439
60064709018,7,1072,scored,perfect,-341288
60109706870,2,1073,scored,perfect,-364978
60189705259,7,1074,scored,perfect,147212
60331707600,7,1075,scored,perfect,-157264
60402705479,3,1076,scored,perfect,411916
60408715839,6,1077,scored,perfect,-198364
60429710339,7,1078,scored,perfect,386804
60491709491,4,1079,scored,perfect,-332284
60494706326,2,1080,scored,perfect,256206
60502707772,0,1081,scored,perfect,608114
60521706405,5,1082,scored,perfect,705888
60522755958,7,1083,scored,perfect,111284
60528704361,6,1084,scored,perfect,-285343
60544706978,2,1085,scored,perfect,-282340
60644851567,7,1086,scored,perfect,43030
60844721327,5,1087,scored,perfect,-92554
60882804114,2,1088,scored,perfect,425274
60884778030,1,1089,scored,perfect,29828
60895785620,4,1090,scored,perfect,-7416
60931747182,1,1091,scored,perfect,-7722
60946841070,0,1092,scored,perfect,698829
